onetsoc_code,Title,KMeans_Cluster,AI_Impact_Type,Median_Annual_Wage_USD,Skill,Skill_Value
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",0,Risk: Robotics (Medium-Term),45740.0,Coordination,3.75
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",1,Risk: Robotics (Medium-Term),24190.0,Coordination,2.25
37-2012.00,Maids and Housekeeping Cleaners,1,Risk: Robotics (Medium-Term),21820.0,Coordination,2.62
37-2021.00,Pest Control Workers,0,Risk: Robotics (Medium-Term),33040.0,Coordination,3.0
37-3011.00,Landscaping and Groundskeeping Workers,1,Risk: Robotics (Medium-Term),26320.0,Coordination,2.38
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",1,Risk: Robotics (Medium-Term),33740.0,Coordination,2.75
37-3013.00,Tree Trimmers and Pruners,1,Risk: Robotics (Medium-Term),35030.0,Coordination,3.12
39-2011.00,Animal Trainers,0,Risk: Robotics (Medium-Term),27690.0,Coordination,3.0
39-2021.00,Animal Caretakers,1,Risk: Robotics (Medium-Term),21990.0,Coordination,2.5
39-3011.00,Gambling Dealers,2,Risk: Robotics (Medium-Term),19290.0,Coordination,2.75
39-3012.00,Gambling and Sports Book Writers and Runners,2,Risk: Robotics (Medium-Term),22600.0,Coordination,3.0
39-3021.00,Motion Picture Projectionists,1,Risk: Robotics (Medium-Term),22100.0,Coordination,2.62
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",2,Risk: Robotics (Medium-Term),19920.0,Coordination,2.38
39-3091.00,Amusement and Recreation Attendants,1,Risk: Robotics (Medium-Term),20160.0,Coordination,2.62
39-3092.00,Costume Attendants,1,Risk: Robotics (Medium-Term),45900.0,Coordination,3.12
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",1,Risk: Robotics (Medium-Term),21720.0,Coordination,2.38
39-4011.00,Embalmers,0,Risk: Robotics (Medium-Term),40150.0,Coordination,3.0
39-4021.00,Funeral Attendants,1,Risk: Robotics (Medium-Term),24830.0,Coordination,3.0
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",0,Insulated: High-Social,50090.0,Coordination,4.0
39-5011.00,Barbers,1,Risk: Robotics (Medium-Term),25760.0,Coordination,2.38
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",0,Risk: Robotics (Medium-Term),24260.0,Coordination,2.5
39-5091.00,"Makeup Artists, Theatrical and Performance",2,Risk: Robotics (Medium-Term),60970.0,Coordination,3.12
39-5092.00,Manicurists and Pedicurists,2,Risk: Robotics (Medium-Term),22150.0,Coordination,2.25
39-5093.00,Shampooers,1,Risk: Robotics (Medium-Term),19700.0,Coordination,2.62
39-5094.00,Skincare Specialists,2,Risk: Robotics (Medium-Term),30270.0,Coordination,2.88
39-6011.00,Baggage Porters and Bellhops,1,Risk: Robotics (Medium-Term),22260.0,Coordination,2.75
39-6012.00,Concierges,2,Insulated: High-Creativity,29250.0,Coordination,3.0
39-7011.00,Tour Guides and Escorts,2,Risk: Robotics (Medium-Term),24920.0,Coordination,3.0
39-7012.00,Travel Guides,0,Insulated: High-Social,32100.0,Coordination,3.62
39-9011.00,Childcare Workers,2,Insulated: High-Creativity,21170.0,Coordination,3.0
39-9031.00,Exercise Trainers and Group Fitness Instructors,0,Risk: Robotics (Medium-Term),38160.0,Coordination,3.0
39-9032.00,Recreation Workers,0,Insulated: High-Social,23870.0,Coordination,4.0
39-9041.00,Residential Advisors,2,Risk: Generative AI (Near-Term),25570.0,Coordination,3.38
41-1011.00,First-Line Supervisors of Retail Sales Workers,0,Insulated: High-Social,39040.0,Coordination,3.62
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,3,Insulated: High-Social,73150.0,Coordination,4.0
41-2011.00,Cashiers,1,Risk: Robotics (Medium-Term),20180.0,Coordination,2.62
41-2012.00,Gambling Change Persons and Booth Cashiers,1,Risk: Robotics (Medium-Term),23780.0,Coordination,2.38
41-2021.00,Counter and Rental Clerks,2,Risk: Robotics (Medium-Term),25550.0,Coordination,3.0
41-2022.00,Parts Salespersons,0,Risk: Robotics (Medium-Term),29780.0,Coordination,3.0
41-2031.00,Retail Salespersons,0,Insulated: High-Social,22680.0,Coordination,3.0
41-3011.00,Advertising Sales Agents,3,Insulated: High-Social,50380.0,Coordination,3.25
41-3021.00,Insurance Sales Agents,3,Insulated: High-Creativity,49990.0,Coordination,3.0
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",3,Insulated: High-Social,67310.0,Coordination,3.12
41-3041.00,Travel Agents,2,Insulated: High-Creativity,36460.0,Coordination,2.88
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",3,Insulated: High-Social,78980.0,Coordination,3.38
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",2,Insulated: High-Social,57140.0,Coordination,3.12
41-9011.00,Demonstrators and Product Promoters,2,Risk: Robotics (Medium-Term),25610.0,Coordination,3.25
41-9012.00,Models,2,Risk: Robotics (Medium-Term),21870.0,Coordination,2.0
41-9021.00,Real Estate Brokers,3,Risk: Generative AI (Near-Term),56790.0,Coordination,2.88
41-9022.00,Real Estate Sales Agents,3,Insulated: High-Social,44090.0,Coordination,3.62
41-9031.00,Sales Engineers,3,Insulated: High-Social,100000.0,Coordination,3.62
41-9041.00,Telemarketers,2,Risk: Robotics (Medium-Term),24300.0,Coordination,2.25
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",2,Insulated: High-Creativity,24330.0,Coordination,3.12
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,3,Insulated: High-Social,54340.0,Coordination,3.75
43-2011.00,"Switchboard Operators, Including Answering Service",2,Risk: Robotics (Medium-Term),28030.0,Coordination,2.62
43-2021.00,Telephone Operators,2,Risk: Robotics (Medium-Term),37000.0,Coordination,2.25
43-3011.00,Bill and Account Collectors,2,Risk: Generative AI (Near-Term),35350.0,Coordination,2.88
43-3021.00,Billing and Posting Clerks,2,Risk: Generative AI (Near-Term),36150.0,Coordination,2.62
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2,Risk: Generative AI (Near-Term),38390.0,Coordination,2.75
43-3041.00,Gambling Cage Workers,2,Risk: Robotics (Medium-Term),25990.0,Coordination,2.75
43-3051.00,Payroll and Timekeeping Clerks,2,Risk: Generative AI (Near-Term),42390.0,Coordination,2.12
43-3061.00,Procurement Clerks,2,Risk: Generative AI (Near-Term),41410.0,Coordination,2.88
43-3071.00,Tellers,2,Risk: Robotics (Medium-Term),27260.0,Coordination,2.75
43-4011.00,Brokerage Clerks,2,Risk: Generative AI (Near-Term),49200.0,Coordination,2.88
43-4021.00,Correspondence Clerks,2,Insulated: High-Creativity,36370.0,Coordination,2.88
43-4031.00,"Court, Municipal, and License Clerks",2,Risk: Generative AI (Near-Term),36670.0,Coordination,3.0
43-4041.00,"Credit Authorizers, Checkers, and Clerks",2,Risk: Generative AI (Near-Term),36930.0,Coordination,2.75
43-4051.00,Customer Service Representatives,2,Risk: Generative AI (Near-Term),32300.0,Coordination,3.0
43-4061.00,"Eligibility Interviewers, Government Programs",2,Risk: Generative AI (Near-Term),43350.0,Coordination,3.0
43-4071.00,File Clerks,2,Risk: Robotics (Medium-Term),29090.0,Coordination,2.25
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",2,Risk: Robotics (Medium-Term),22070.0,Coordination,3.12
43-4111.00,"Interviewers, Except Eligibility and Loan",2,Risk: Generative AI (Near-Term),32150.0,Coordination,3.0
43-4121.00,"Library Assistants, Clerical",2,Risk: Robotics (Medium-Term),25220.0,Coordination,2.88
43-4131.00,Loan Interviewers and Clerks,3,Risk: Generative AI (Near-Term),38630.0,Coordination,3.0
43-4141.00,New Accounts Clerks,2,Risk: Generative AI (Near-Term),34990.0,Coordination,2.88
43-4151.00,Order Clerks,2,Risk: Generative AI (Near-Term),33370.0,Coordination,3.0
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2,Risk: Generative AI (Near-Term),39020.0,Coordination,3.0
43-4171.00,Receptionists and Information Clerks,2,Risk: Generative AI (Near-Term),27920.0,Coordination,2.88
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,0,Risk: Robotics (Medium-Term),35230.0,Coordination,3.0
43-5011.00,Cargo and Freight Agents,2,Risk: Generative AI (Near-Term),41920.0,Coordination,3.0
43-5021.00,Couriers and Messengers,1,Risk: Robotics (Medium-Term),28170.0,Coordination,2.38
43-5031.00,Public Safety Telecommunicators,2,Insulated: High-Social,38870.0,Coordination,3.75
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",2,Risk: Generative AI (Near-Term),37940.0,Coordination,3.62
43-5041.00,"Meter Readers, Utilities",1,Risk: Robotics (Medium-Term),38940.0,Coordination,2.12
43-5051.00,Postal Service Clerks,1,Risk: Robotics (Medium-Term),56790.0,Coordination,2.25
43-5052.00,Postal Service Mail Carriers,1,Risk: Robotics (Medium-Term),58110.0,Coordination,2.62
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",1,Risk: Robotics (Medium-Term),56220.0,Coordination,2.88
43-5061.00,"Production, Planning, and Expediting Clerks",2,Risk: Generative AI (Near-Term),46760.0,Coordination,3.0
43-5071.00,"Shipping, Receiving, and Inventory Clerks",1,Risk: Robotics (Medium-Term),31180.0,Coordination,2.88
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",1,Risk: Robotics (Medium-Term),28790.0,Coordination,3.0
43-6011.00,Executive Secretaries and Executive Administrative Assistants,2,Risk: Generative AI (Near-Term),55860.0,Coordination,3.0
43-6012.00,Legal Secretaries and Administrative Assistants,2,Risk: Generative AI (Near-Term),44180.0,Coordination,2.88
43-6013.00,Medical Secretaries and Administrative Assistants,2,Risk: Generative AI (Near-Term),33730.0,Coordination,2.75
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2,Risk: Generative AI (Near-Term),34820.0,Coordination,2.88
43-9021.00,Data Entry Keyers,2,Risk: Robotics (Medium-Term),30100.0,Coordination,2.12
43-9022.00,Word Processors and Typists,2,Risk: Robotics (Medium-Term),38740.0,Coordination,2.12
43-9031.00,Desktop Publishers,2,Risk: Generative AI (Near-Term),41090.0,Coordination,3.38
43-9041.00,Insurance Claims and Policy Processing Clerks,2,Risk: Generative AI (Near-Term),38430.0,Coordination,2.75
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",1,Risk: Robotics (Medium-Term),29160.0,Coordination,2.88
43-9061.00,"Office Clerks, General",2,Risk: Robotics (Medium-Term),30580.0,Coordination,3.0
43-9071.00,"Office Machine Operators, Except Computer",1,Risk: Robotics (Medium-Term),30460.0,Coordination,2.62
43-9081.00,Proofreaders and Copy Markers,2,Risk: Robotics (Medium-Term),36960.0,Coordination,2.12
43-9111.00,Statistical Assistants,3,Insulated: High-Creativity,46850.0,Coordination,2.75
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",0,Risk: Robotics (Medium-Term),45320.0,Coordination,3.75
45-2011.00,Agricultural Inspectors,0,Risk: Generative AI (Near-Term),42800.0,Coordination,3.0
45-2021.00,Animal Breeders,1,Risk: Robotics (Medium-Term),35690.0,Coordination,2.25
45-2041.00,"Graders and Sorters, Agricultural Products",1,Risk: Robotics (Medium-Term),22520.0,Coordination,2.5
45-2091.00,Agricultural Equipment Operators,1,Risk: Robotics (Medium-Term),28850.0,Coordination,2.5
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",1,Risk: Robotics (Medium-Term),22000.0,Coordination,2.38
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1,Risk: Robotics (Medium-Term),24520.0,Coordination,3.0
45-4011.00,Forest and Conservation Workers,1,Risk: Robotics (Medium-Term),26940.0,Coordination,3.25
45-4021.00,Fallers,1,Risk: Robotics (Medium-Term),37370.0,Coordination,2.88
45-4022.00,Logging Equipment Operators,1,Risk: Robotics (Medium-Term),37490.0,Coordination,2.75
45-4023.00,Log Graders and Scalers,1,Risk: Robotics (Medium-Term),37090.0,Coordination,3.0
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,0,Risk: Robotics (Medium-Term),62980.0,Coordination,3.88
47-2011.00,Boilermakers,1,Risk: Robotics (Medium-Term),62060.0,Coordination,2.75
47-2021.00,Brickmasons and Blockmasons,1,Risk: Robotics (Medium-Term),49250.0,Coordination,3.12
47-2022.00,Stonemasons,1,Risk: Robotics (Medium-Term),39780.0,Coordination,3.5
47-2031.00,Carpenters,1,Risk: Robotics (Medium-Term),43600.0,Coordination,3.88
47-2041.00,Carpet Installers,1,Risk: Robotics (Medium-Term),38280.0,Coordination,3.12
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",1,Risk: Robotics (Medium-Term),37840.0,Coordination,3.12
47-2043.00,Floor Sanders and Finishers,1,Risk: Robotics (Medium-Term),36860.0,Coordination,3.0
47-2044.00,Tile and Stone Setters,1,Risk: Robotics (Medium-Term),40460.0,Coordination,3.0
47-2051.00,Cement Masons and Concrete Finishers,1,Risk: Robotics (Medium-Term),39180.0,Coordination,3.25
47-2053.00,Terrazzo Workers and Finishers,1,Risk: Robotics (Medium-Term),40930.0,Coordination,3.12
47-2061.00,Construction Laborers,1,Risk: Robotics (Medium-Term),33430.0,Coordination,3.25
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",1,Risk: Robotics (Medium-Term),38970.0,Coordination,3.12
47-2072.00,Pile Driver Operators,1,Risk: Robotics (Medium-Term),55070.0,Coordination,3.12
47-2073.00,Operating Engineers and Other Construction Equipment Operators,1,Risk: Robotics (Medium-Term),45890.0,Coordination,2.88
47-2081.00,Drywall and Ceiling Tile Installers,1,Risk: Robotics (Medium-Term),41090.0,Coordination,3.12
47-2082.00,Tapers,1,Risk: Robotics (Medium-Term),48990.0,Coordination,2.38
47-2111.00,Electricians,0,Risk: Robotics (Medium-Term),52720.0,Coordination,3.75
47-2121.00,Glaziers,1,Risk: Robotics (Medium-Term),41920.0,Coordination,3.0
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",1,Risk: Robotics (Medium-Term),35660.0,Coordination,2.75
47-2132.00,"Insulation Workers, Mechanical",1,Risk: Robotics (Medium-Term),45430.0,Coordination,3.0
47-2141.00,"Painters, Construction and Maintenance",1,Risk: Robotics (Medium-Term),37570.0,Coordination,2.62
47-2142.00,Paperhangers,1,Risk: Robotics (Medium-Term),33770.0,Coordination,2.88
47-2151.00,Pipelayers,1,Risk: Robotics (Medium-Term),38410.0,Coordination,2.88
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",1,Risk: Robotics (Medium-Term),51450.0,Coordination,3.0
47-2161.00,Plasterers and Stucco Masons,1,Risk: Robotics (Medium-Term),38890.0,Coordination,2.75
47-2171.00,Reinforcing Iron and Rebar Workers,1,Risk: Robotics (Medium-Term),47600.0,Coordination,3.25
47-2181.00,Roofers,1,Risk: Robotics (Medium-Term),37760.0,Coordination,3.88
47-2211.00,Sheet Metal Workers,1,Risk: Robotics (Medium-Term),46940.0,Coordination,3.12
47-2221.00,Structural Iron and Steel Workers,1,Risk: Robotics (Medium-Term),51800.0,Coordination,3.38
47-2231.00,Solar Photovoltaic Installers,1,Risk: Robotics (Medium-Term),39240.0,Coordination,3.0
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",1,Risk: Robotics (Medium-Term),30570.0,Coordination,3.12
47-3012.00,Helpers--Carpenters,1,Risk: Robotics (Medium-Term),28810.0,Coordination,3.12
47-3013.00,Helpers--Electricians,1,Risk: Robotics (Medium-Term),29530.0,Coordination,2.88
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",1,Risk: Robotics (Medium-Term),27310.0,Coordination,2.62
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",1,Risk: Robotics (Medium-Term),29030.0,Coordination,3.0
47-3016.00,Helpers--Roofers,1,Risk: Robotics (Medium-Term),27670.0,Coordination,3.75
47-4011.00,Construction and Building Inspectors,2,Risk: Generative AI (Near-Term),58480.0,Coordination,3.0
47-4021.00,Elevator and Escalator Installers and Repairers,1,Risk: Robotics (Medium-Term),78890.0,Coordination,3.0
47-4031.00,Fence Erectors,1,Risk: Robotics (Medium-Term),33150.0,Coordination,3.12
47-4041.00,Hazardous Materials Removal Workers,1,Risk: Robotics (Medium-Term),40640.0,Coordination,3.0
47-4051.00,Highway Maintenance Workers,1,Risk: Robotics (Medium-Term),38130.0,Coordination,3.5
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,1,Risk: Robotics (Medium-Term),53970.0,Coordination,3.12
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,1,Risk: Robotics (Medium-Term),36430.0,Coordination,2.75
47-4091.00,Segmental Pavers,1,Risk: Robotics (Medium-Term),33530.0,Coordination,3.75
47-5011.00,"Derrick Operators, Oil and Gas",1,Risk: Robotics (Medium-Term),48130.0,Coordination,3.38
47-5012.00,"Rotary Drill Operators, Oil and Gas",1,Risk: Robotics (Medium-Term),54430.0,Coordination,3.38
47-5013.00,"Service Unit Operators, Oil and Gas",1,Risk: Robotics (Medium-Term),48610.0,Coordination,3.0
47-5041.00,Continuous Mining Machine Operators,1,Risk: Robotics (Medium-Term),51840.0,Coordination,3.0
47-5051.00,"Rock Splitters, Quarry",1,Risk: Robotics (Medium-Term),34020.0,Coordination,2.75
47-5071.00,"Roustabouts, Oil and Gas",1,Risk: Robotics (Medium-Term),37340.0,Coordination,3.0
47-5081.00,Helpers--Extraction Workers,1,Risk: Robotics (Medium-Term),35790.0,Coordination,3.25
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",0,Insulated: High-Social,63540.0,Coordination,3.75
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",1,Risk: Robotics (Medium-Term),37100.0,Coordination,2.88
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",1,Risk: Robotics (Medium-Term),52480.0,Coordination,3.25
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",0,Risk: Robotics (Medium-Term),53640.0,Coordination,3.0
49-2091.00,Avionics Technicians,0,Risk: Robotics (Medium-Term),60760.0,Coordination,3.12
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",1,Risk: Robotics (Medium-Term),41570.0,Coordination,2.88
